question_id,quiz_id,question_text,subtopic,student_id,module_id,module_name,attempt_number,quiz_score_percent,quiz_timestamp,quiz_duration_secs,is_correct
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S34,LOMA,Logic & Mathematics,1,90,2024-07-28 06:33:10,1369,1
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S34,LOMA,Logic & Mathematics,1,90,2024-07-28 06:33:10,1369,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S34,LOMA,Logic & Mathematics,1,90,2024-07-28 06:33:10,1369,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S34,LOMA,Logic & Mathematics,1,90,2024-07-28 06:33:10,1369,1
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S34,LOMA,Logic & Mathematics,1,90,2024-07-28 06:33:10,1369,1
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S35,LOMA,Logic & Mathematics,1,60,2024-05-28 08:31:32,1702,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S35,LOMA,Logic & Mathematics,1,60,2024-05-28 08:31:32,1702,1
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S35,LOMA,Logic & Mathematics,1,60,2024-05-28 08:31:32,1702,1
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S35,LOMA,Logic & Mathematics,1,60,2024-05-28 08:31:32,1702,0
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S35,LOMA,Logic & Mathematics,1,60,2024-05-28 08:31:32,1702,0
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S35,LOMA,Logic & Mathematics,1,60,2024-05-28 08:31:32,1702,1
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S35,LOMA,Logic & Mathematics,1,60,2024-05-28 08:31:32,1702,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S35,LOMA,Logic & Mathematics,1,60,2024-05-28 08:31:32,1702,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S35,LOMA,Logic & Mathematics,1,60,2024-05-28 08:31:32,1702,1
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S35,LOMA,Logic & Mathematics,1,60,2024-05-28 08:31:32,1702,0
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S36,LOMA,Logic & Mathematics,1,50,2024-02-07 06:51:02,1631,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S36,LOMA,Logic & Mathematics,1,50,2024-02-07 06:51:02,1631,1
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S36,LOMA,Logic & Mathematics,1,50,2024-02-07 06:51:02,1631,0
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S36,LOMA,Logic & Mathematics,1,50,2024-02-07 06:51:02,1631,0
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S36,LOMA,Logic & Mathematics,1,50,2024-02-07 06:51:02,1631,0
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S36,LOMA,Logic & Mathematics,1,50,2024-02-07 06:51:02,1631,1
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S36,LOMA,Logic & Mathematics,1,50,2024-02-07 06:51:02,1631,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S36,LOMA,Logic & Mathematics,1,50,2024-02-07 06:51:02,1631,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S36,LOMA,Logic & Mathematics,1,50,2024-02-07 06:51:02,1631,1
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S36,LOMA,Logic & Mathematics,1,50,2024-02-07 06:51:02,1631,0
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S37,LOMA,Logic & Mathematics,1,70,2024-09-07 23:21:48,300,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S37,LOMA,Logic & Mathematics,1,70,2024-09-07 23:21:48,300,1
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S37,LOMA,Logic & Mathematics,1,70,2024-09-07 23:21:48,300,1
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S37,LOMA,Logic & Mathematics,1,70,2024-09-07 23:21:48,300,0
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S37,LOMA,Logic & Mathematics,1,70,2024-09-07 23:21:48,300,0
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S37,LOMA,Logic & Mathematics,1,70,2024-09-07 23:21:48,300,1
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S37,LOMA,Logic & Mathematics,1,70,2024-09-07 23:21:48,300,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S37,LOMA,Logic & Mathematics,1,70,2024-09-07 23:21:48,300,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S37,LOMA,Logic & Mathematics,1,70,2024-09-07 23:21:48,300,1
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S37,LOMA,Logic & Mathematics,1,70,2024-09-07 23:21:48,300,1
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S38,LOMA,Logic & Mathematics,1,80,2024-06-30 09:43:58,1740,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S38,LOMA,Logic & Mathematics,1,80,2024-06-30 09:43:58,1740,1
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S38,LOMA,Logic & Mathematics,1,80,2024-06-30 09:43:58,1740,1
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S38,LOMA,Logic & Mathematics,1,80,2024-06-30 09:43:58,1740,0
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S38,LOMA,Logic & Mathematics,1,80,2024-06-30 09:43:58,1740,1
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S38,LOMA,Logic & Mathematics,1,80,2024-06-30 09:43:58,1740,1
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S38,LOMA,Logic & Mathematics,1,80,2024-06-30 09:43:58,1740,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S38,LOMA,Logic & Mathematics,1,80,2024-06-30 09:43:58,1740,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S38,LOMA,Logic & Mathematics,1,80,2024-06-30 09:43:58,1740,1
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S38,LOMA,Logic & Mathematics,1,80,2024-06-30 09:43:58,1740,1
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S39,LOMA,Logic & Mathematics,1,40,2024-06-26 01:57:18,1579,1
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S39,LOMA,Logic & Mathematics,2,50,2024-02-08 12:24:02,1810,1
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S39,LOMA,Logic & Mathematics,3,90,2024-10-31 14:26:36,1022,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,1,40,2024-06-26 01:57:18,1579,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,2,50,2024-02-08 12:24:02,1810,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,3,90,2024-10-31 14:26:36,1022,1
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,1,40,2024-06-26 01:57:18,1579,0
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,2,50,2024-02-08 12:24:02,1810,0
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,3,90,2024-10-31 14:26:36,1022,1
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,1,40,2024-06-26 01:57:18,1579,0
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,2,50,2024-02-08 12:24:02,1810,0
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,3,90,2024-10-31 14:26:36,1022,1
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,1,40,2024-06-26 01:57:18,1579,0
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,2,50,2024-02-08 12:24:02,1810,0
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,3,90,2024-10-31 14:26:36,1022,1
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,1,40,2024-06-26 01:57:18,1579,1
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,2,50,2024-02-08 12:24:02,1810,1
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S39,LOMA,Logic & Mathematics,3,90,2024-10-31 14:26:36,1022,1
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,1,40,2024-06-26 01:57:18,1579,0
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,2,50,2024-02-08 12:24:02,1810,0
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,3,90,2024-10-31 14:26:36,1022,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,1,40,2024-06-26 01:57:18,1579,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,2,50,2024-02-08 12:24:02,1810,1
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,3,90,2024-10-31 14:26:36,1022,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,1,40,2024-06-26 01:57:18,1579,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,2,50,2024-02-08 12:24:02,1810,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,3,90,2024-10-31 14:26:36,1022,1
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,1,40,2024-06-26 01:57:18,1579,0
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,2,50,2024-02-08 12:24:02,1810,0
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S39,LOMA,Logic & Mathematics,3,90,2024-10-31 14:26:36,1022,1
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S40,LOMA,Logic & Mathematics,1,90,2024-07-22 11:37:10,872,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S40,LOMA,Logic & Mathematics,1,90,2024-07-22 11:37:10,872,1
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S40,LOMA,Logic & Mathematics,1,90,2024-07-22 11:37:10,872,1
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S40,LOMA,Logic & Mathematics,1,90,2024-07-22 11:37:10,872,1
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S40,LOMA,Logic & Mathematics,1,90,2024-07-22 11:37:10,872,1
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S40,LOMA,Logic & Mathematics,1,90,2024-07-22 11:37:10,872,1
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S40,LOMA,Logic & Mathematics,1,90,2024-07-22 11:37:10,872,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S40,LOMA,Logic & Mathematics,1,90,2024-07-22 11:37:10,872,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S40,LOMA,Logic & Mathematics,1,90,2024-07-22 11:37:10,872,1
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S40,LOMA,Logic & Mathematics,1,90,2024-07-22 11:37:10,872,1
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S41,LOMA,Logic & Mathematics,1,90,2024-01-13 17:34:37,1138,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S41,LOMA,Logic & Mathematics,1,90,2024-01-13 17:34:37,1138,1
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S41,LOMA,Logic & Mathematics,1,90,2024-01-13 17:34:37,1138,1
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S41,LOMA,Logic & Mathematics,1,90,2024-01-13 17:34:37,1138,1
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S41,LOMA,Logic & Mathematics,1,90,2024-01-13 17:34:37,1138,1
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S41,LOMA,Logic & Mathematics,1,90,2024-01-13 17:34:37,1138,1
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S41,LOMA,Logic & Mathematics,1,90,2024-01-13 17:34:37,1138,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S41,LOMA,Logic & Mathematics,1,90,2024-01-13 17:34:37,1138,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S41,LOMA,Logic & Mathematics,1,90,2024-01-13 17:34:37,1138,1
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S41,LOMA,Logic & Mathematics,1,90,2024-01-13 17:34:37,1138,1
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S42,LOMA,Logic & Mathematics,1,90,2024-12-09 17:49:17,1317,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S42,LOMA,Logic & Mathematics,1,90,2024-12-09 17:49:17,1317,1
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S42,LOMA,Logic & Mathematics,1,90,2024-12-09 17:49:17,1317,1
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S42,LOMA,Logic & Mathematics,1,90,2024-12-09 17:49:17,1317,1
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S42,LOMA,Logic & Mathematics,1,90,2024-12-09 17:49:17,1317,1
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S42,LOMA,Logic & Mathematics,1,90,2024-12-09 17:49:17,1317,1
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S42,LOMA,Logic & Mathematics,1,90,2024-12-09 17:49:17,1317,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S42,LOMA,Logic & Mathematics,1,90,2024-12-09 17:49:17,1317,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S42,LOMA,Logic & Mathematics,1,90,2024-12-09 17:49:17,1317,1
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S42,LOMA,Logic & Mathematics,1,90,2024-12-09 17:49:17,1317,1
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S43,LOMA,Logic & Mathematics,1,90,2024-08-15 17:47:34,2084,1
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S43,LOMA,Logic & Mathematics,1,90,2024-08-15 17:47:34,2084,1
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S43,LOMA,Logic & Mathematics,1,90,2024-08-15 17:47:34,2084,1
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S43,LOMA,Logic & Mathematics,1,90,2024-08-15 17:47:34,2084,1
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S43,LOMA,Logic & Mathematics,1,90,2024-08-15 17:47:34,2084,1
QN66,QZ07,"If a sequence \(a_n\) satisfies \(a_{n+2} = 3a_{n+1} - 2a_n\) with \(a_1=2\) and \(a_2=5\), find \(a_4\).",Sequence & Recursion,S43,LOMA,Logic & Mathematics,1,90,2024-08-15 17:47:34,2084,1
QN67,QZ07,"What is the 10th term of a sequence where each term equals the sum of its index and twice the previous term, starting with 1?",Sequence & Recursion,S43,LOMA,Logic & Mathematics,1,90,2024-08-15 17:47:34,2084,0
QN68,QZ07,"If f(n) = 2f(n-1) + 3, with f(1) = 4, what is the value of f(4)?",Sequence & Recursion,S43,LOMA,Logic & Mathematics,1,90,2024-08-15 17:47:34,2084,1
QN69,QZ07,"If \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\), \(a_1=5\), what is \(a_3\)?",Sequence & Recursion,S43,LOMA,Logic & Mathematics,1,90,2024-08-15 17:47:34,2084,1
QN70,QZ07,"If \( a_n = 3a_{n-1} - 2a_{n-2} \) with \( a_0 = 2 \) and \( a_1 = 5 \), what is \( a_4 \)?",Sequence & Recursion,S43,LOMA,Logic & Mathematics,1,90,2024-08-15 17:47:34,2084,1
QN61,QZ07,What is the 7th term of the sequence defined by \( a_n = 2a_{n-1} + 3 \) with \( a_1 = 1 \)?,Sequence & Recursion,S44,LOMA,Logic & Mathematics,1,30,2024-05-29 10:32:03,668,0
QN62,QZ07,"Given the recursive sequence \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_1=2\), \(a_2=5\), find \(a_4\).",Sequence & Recursion,S44,LOMA,Logic & Mathematics,1,30,2024-05-29 10:32:03,668,1
QN63,QZ07,"If a sequence is defined as \(a_n = 3a_{n-1} - 2a_{n-2}\) with \(a_0=2\) and \(a_1=5\), find \(a_3\).",Sequence & Recursion,S44,LOMA,Logic & Mathematics,1,30,2024-05-29 10:32:03,668,0
QN64,QZ07,"Given \(a_1 = 1\) and \(a_{n+1} = 2a_n + n\), find a closed form expression for \(a_n\).",Sequence & Recursion,S44,LOMA,Logic & Mathematics,1,30,2024-05-29 10:32:03,668,0
QN65,QZ07,"If a sequence \(a_n\) satisfies \(a_n = n \cdot a_{n-1} + 2\) with \(a_1 = 3\), what is \(a_3\)?",Sequence & Recursion,S44,LOMA,Logic & Mathematics,1,30,2024-05-29 10:32:03,668,0
